sorting,domain,item_picture,basic_level_concept,basic_level_concept_prod_freq,superordinate_category,superordinate_category_prod_freq,feature_name,feature_sensorimotor_dominant,feature_prod_freq,feature_occ,feature_total_prod_freq,feature_distinct,feature_cv
a014318,living,sea_horse,seahorse,96,animal,58,small,visual,35,180,1681,0.006,0.021
a014327,living,sea_horse,seahorse,96,animal,58,snout,visual,6,13,43,0.077,0.140
a014334,living,sea_horse,seahorse,96,animal,58,spine,visual,4,9,44,0.111,0.091
a014341,living,sea_horse,seahorse,96,animal,58,strange,interoceptive,3,11,13,0.091,0.231
a014319,living,sea_horse,seahorse,96,animal,58,swim,haptic,23,11,114,0.091,0.202
a014331,living,sea_horse,seahorse,96,animal,58,swimmer,visual,5,6,15,0.167,0.333
a014320,living,sea_horse,seahorse,96,animal,58,tail,visual,22,41,643,0.024,0.034
a014330,living,sea_horse,seahorse,96,animal,58,tiny,visual,5,24,71,0.042,0.070
a014333,living,sea_horse,seahorse,96,animal,58,underwater,visual,4,5,9,0.200,0.444
a014340,living,sea_horse,seahorse,96,animal,58,unique,visual,3,22,28,0.045,0.107
a014323,living,sea_horse,seahorse,96,animal,58,water,visual,10,45,322,0.022,0.031
a014339,living,sea_horse,seahorse,96,animal,58,weird,interoceptive,3,6,12,0.167,0.250
a014329,living,sea_horse,seahorse,96,animal,58,wet,haptic,5,33,97,0.030,0.052
a014414,living,seal,seal,82,animal,77,aquatic,visual,8,11,43,0.091,0.186
a014419,living,seal,seal,82,animal,77,bark,auditory,5,4,39,0.250,0.128
a014413,living,seal,seal,82,animal,77,big,visual,8,116,414,0.009,0.019
a014418,living,seal,seal,82,animal,77,black,visual,5,58,247,0.017,0.020
a014416,living,seal,seal,82,animal,77,blubber,visual,7,2,8,0.500,0.875
a014425,living,seal,seal,82,animal,77,cold,haptic,4,50,240,0.020,0.017
a014424,living,seal,seal,82,animal,77,cute,visual,4,39,140,0.026,0.029
a014405,living,seal,seal,82,animal,77,fat,visual,13,17,67,0.059,0.194
a014407,living,seal,seal,82,animal,77,fin,visual,11,5,70,0.200,0.157
a014423,living,seal,seal,82,animal,77,fish,visual,4,8,18,0.125,0.222
a014403,living,seal,seal,82,animal,77,flipper,visual,24,5,32,0.200,0.750
a014431,living,seal,seal,82,animal,77,friend,visual,3,28,71,0.036,0.042
a014430,living,seal,seal,82,animal,77,funny,auditory,3,17,58,0.059,0.052
a014422,living,seal,seal,82,animal,77,fur,visual,4,40,580,0.025,0.007
a014406,living,seal,seal,82,animal,77,gray,visual,12,39,149,0.026,0.081
a014412,living,seal,seal,82,animal,77,heavy,haptic,8,109,772,0.009,0.010
a014411,living,seal,seal,82,animal,77,large,visual,8,122,864,0.008,0.009
a014429,living,seal,seal,82,animal,77,loud,auditory,3,62,595,0.016,0.005
a014421,living,seal,seal,82,animal,77,makeup,visual,4,27,105,0.037,0.038
a014410,living,seal,seal,82,animal,77,ocean,visual,8,6,38,0.167,0.211
a014417,living,seal,seal,82,animal,77,sea,visual,5,12,42,0.083,0.119
a014428,living,seal,seal,82,animal,77,skin,haptic,3,37,242,0.027,0.012
a014409,living,seal,seal,82,animal,77,smooth,haptic,9,166,381,0.006,0.024
a014427,living,seal,seal,82,animal,77,soft,haptic,3,112,774,0.009,0.004
a014404,living,seal,seal,82,animal,77,swim,haptic,13,11,114,0.091,0.114
a014426,living,seal,seal,82,animal,77,swimmer,visual,3,6,15,0.167,0.200
a014420,living,seal,seal,82,animal,77,tusk,visual,4,3,41,0.333,0.098
a014408,living,seal,seal,82,animal,77,water,visual,9,45,322,0.022,0.028
a014415,living,seal,seal,82,animal,77,wet,haptic,7,33,97,0.030,0.072
a014402,living,seal,seal,82,animal,77,whisker,visual,34,13,147,0.077,0.231
a014508,living,sheep,sheep,79,animal,86,barn,visual,3,11,19,0.091,0.158
a014507,living,sheep,sheep,79,animal,86,cotton,haptic,3,23,117,0.043,0.026
a014499,living,sheep,sheep,79,animal,86,ear,visual,5,28,168,0.036,0.030
a014496,living,sheep,sheep,79,animal,86,farm,visual,8,14,82,0.071,0.098
a014492,living,sheep,sheep,79,animal,86,fluffy,haptic,14,17,84,0.059,0.167
a014494,living,sheep,sheep,79,animal,86,fur,visual,9,40,580,0.025,0.016
a014495,living,sheep,sheep,79,animal,86,fuzzy,haptic,8,31,129,0.032,0.062
a014506,living,sheep,sheep,79,animal,86,gentle,haptic,3,16,25,0.063,0.120
a014500,living,sheep,sheep,79,animal,86,heavy,haptic,4,109,772,0.009,0.005
a014491,living,sheep,sheep,79,animal,86,hoof,visual,15,10,175,0.100,0.086
a014505,living,sheep,sheep,79,animal,86,lamb,visual,3,1,3,1.000,1.000
a014493,living,sheep,sheep,79,animal,86,leg,visual,11,65,662,0.015,0.017
a014504,living,sheep,sheep,79,animal,86,loud,auditory,3,62,595,0.016,0.005
a014503,living,sheep,sheep,79,animal,86,milk,gustatory,3,11,81,0.091,0.037
a014502,living,sheep,sheep,79,animal,86,mutton,gustatory,3,1,3,1.000,1.000
a014498,living,sheep,sheep,79,animal,86,shear,visual,5,2,7,0.500,0.714
a014501,living,sheep,sheep,79,animal,86,slow,visual,3,36,200,0.028,0.015
a014490,living,sheep,sheep,79,animal,86,soft,haptic,24,112,774,0.009,0.031
a014497,living,sheep,sheep,79,animal,86,warm,haptic,6,53,600,0.019,0.010
a014489,living,sheep,sheep,79,animal,86,white,visual,27,74,534,0.014,0.051
a014488,living,sheep,sheep,79,animal,86,wool,haptic,64,17,142,0.059,0.451
a014571,nonliving,shirt,shirt,99,clothing,100,button,haptic,47,21,296,0.048,0.159
a014597,nonliving,shirt,shirt,99,clothing,100,casual,visual,3,4,9,0.250,0.333
a014586,nonliving,shirt,shirt,99,clothing,100,cloth,visual,5,30,165,0.033,0.030
a014574,nonliving,shirt,shirt,99,clothing,100,collar,visual,27,9,97,0.111,0.278
a014596,nonliving,shirt,shirt,99,clothing,100,color,visual,3,73,478,0.014,0.006
a014584,nonliving,shirt,shirt,99,clothing,100,comfort,interoceptive,6,29,169,0.034,0.036
a014582,nonliving,shirt,shirt,99,clothing,100,cotton,haptic,7,23,117,0.043,0.060
a014595,nonliving,shirt,shirt,99,clothing,100,cover,visual,3,37,138,0.027,0.022
a014578,nonliving,shirt,shirt,99,clothing,100,cuff,visual,8,5,20,0.200,0.400
a014581,nonliving,shirt,shirt,99,clothing,100,dress,visual,7,20,71,0.050,0.099
a014587,nonliving,shirt,shirt,99,clothing,100,fabric,haptic,4,27,168,0.037,0.024
a014585,nonliving,shirt,shirt,99,clothing,100,formal,visual,5,16,53,0.063,0.094
a014594,nonliving,shirt,shirt,99,clothing,100,light,visual,3,114,518,0.009,0.006
a014577,nonliving,shirt,shirt,99,clothing,100,long,visual,8,128,1235,0.008,0.006
a014576,nonliving,shirt,shirt,99,clothing,100,longsleeve,NA,9,5,32,0.200,0.281
a014593,nonliving,shirt,shirt,99,clothing,100,man,visual,3,16,43,0.063,0.070
a014572,nonliving,shirt,shirt,99,clothing,100,pocket,visual,31,8,142,0.125,0.218
a014592,nonliving,shirt,shirt,99,clothing,100,professional,visual,3,9,13,0.111,0.231
a014591,nonliving,shirt,shirt,99,clothing,100,silk,haptic,3,17,64,0.059,0.047
a014573,nonliving,shirt,shirt,99,clothing,100,sleeve,visual,28,7,122,0.143,0.230
a014575,nonliving,shirt,shirt,99,clothing,100,soft,haptic,13,112,774,0.009,0.017
a014590,nonliving,shirt,shirt,99,clothing,100,style,visual,3,27,95,0.037,0.032
a014589,nonliving,shirt,shirt,99,clothing,100,thin,visual,3,71,281,0.014,0.011
a014588,nonliving,shirt,shirt,99,clothing,100,top,visual,3,22,57,0.045,0.053
a014580,nonliving,shirt,shirt,99,clothing,100,warm,haptic,7,53,600,0.019,0.012
a014579,nonliving,shirt,shirt,99,clothing,100,wear,haptic,7,32,145,0.031,0.048
a014583,nonliving,shirt,shirt,99,clothing,100,white,visual,6,74,534,0.014,0.011
a014653,nonliving,shoe,shoe,98,clothing,68,brown,visual,4,93,455,0.011,0.009
a014644,nonliving,shoe,shoe,98,clothing,68,comfort,interoceptive,9,29,169,0.034,0.053
a014659,nonliving,shoe,shoe,98,clothing,68,cover,visual,3,37,138,0.027,0.022
a014658,nonliving,shoe,shoe,98,clothing,68,dress,visual,3,20,71,0.050,0.042
a014652,nonliving,shoe,shoe,98,clothing,68,fancy,visual,4,27,60,0.037,0.067
a014643,nonliving,shoe,shoe,98,clothing,68,foot,visual,12,58,241,0.017,0.050
a014657,nonliving,shoe,shoe,98,clothing,68,formal,visual,3,16,53,0.063,0.057
a014640,nonliving,shoe,shoe,98,clothing,68,heel,visual,24,6,69,0.167,0.348
a014638,nonliving,shoe,shoe,98,clothing,68,lace,visual,52,9,71,0.111,0.732
a014639,nonliving,shoe,shoe,98,clothing,68,leather,visual,40,27,336,0.037,0.119
a014656,nonliving,shoe,shoe,98,clothing,68,man,visual,3,16,43,0.063,0.070
a014642,nonliving,shoe,shoe,98,clothing,68,protect,visual,12,39,284,0.026,0.042
a014651,nonliving,shoe,shoe,98,clothing,68,shoelace,visual,4,1,4,1.000,1.000
a014655,nonliving,shoe,shoe,98,clothing,68,small,visual,3,180,1681,0.006,0.002
a014641,nonliving,shoe,shoe,98,clothing,68,sole,visual,19,4,30,0.250,0.633
a014649,nonliving,shoe,shoe,98,clothing,68,string,visual,6,23,406,0.043,0.015
a014654,nonliving,shoe,shoe,98,clothing,68,style,visual,3,27,95,0.037,0.032
a014650,nonliving,shoe,shoe,98,clothing,68,tie,visual,5,11,59,0.091,0.085
a014645,nonliving,shoe,shoe,98,clothing,68,tongue,visual,8,8,42,0.125,0.190
a014648,nonliving,shoe,shoe,98,clothing,68,walk,visual,6,20,62,0.050,0.097
a014647,nonliving,shoe,shoe,98,clothing,68,warm,haptic,6,53,600,0.019,0.010
a014646,nonliving,shoe,shoe,98,clothing,68,wear,haptic,6,32,145,0.031,0.041
a014718,nonliving,skirt,skirt,74,clothing,95,cloth,visual,17,30,165,0.033,0.103
a014732,nonliving,skirt,skirt,74,clothing,95,color,visual,5,73,478,0.014,0.010
a014735,nonliving,skirt,skirt,74,clothing,95,comfort,interoceptive,4,29,169,0.034,0.024
a014742,nonliving,skirt,skirt,74,clothing,95,cook,olfactory,3,17,123,0.059,0.024
a014731,nonliving,skirt,skirt,74,clothing,95,cotton,haptic,5,23,117,0.043,0.043
a014741,nonliving,skirt,skirt,74,clothing,95,cover,visual,3,37,138,0.027,0.022
a014740,nonliving,skirt,skirt,74,clothing,95,cute,visual,3,39,140,0.026,0.021
a014721,nonliving,skirt,skirt,74,clothing,95,dress,visual,8,20,71,0.050,0.113
a014717,nonliving,skirt,skirt,74,clothing,95,fabric,haptic,19,27,168,0.037,0.113
a014727,nonliving,skirt,skirt,74,clothing,95,fashion,visual,6,21,81,0.048,0.074
a014725,nonliving,skirt,skirt,74,clothing,95,female,visual,7,11,61,0.091,0.115
a014739,nonliving,skirt,skirt,74,clothing,95,flow,visual,3,5,12,0.200,0.250
a014738,nonliving,skirt,skirt,74,clothing,95,length,visual,3,12,25,0.083,0.120
a014716,nonliving,skirt,skirt,74,clothing,95,long,visual,51,128,1235,0.008,0.041
a014730,nonliving,skirt,skirt,74,clothing,95,material,haptic,5,14,28,0.071,0.179
a014734,nonliving,skirt,skirt,74,clothing,95,modest,visual,4,4,13,0.250,0.308
a014729,nonliving,skirt,skirt,74,clothing,95,protect,visual,5,39,284,0.026,0.018
a014726,nonliving,skirt,skirt,74,clothing,95,short,visual,6,55,132,0.018,0.045
a014733,nonliving,skirt,skirt,74,clothing,95,silk,haptic,4,17,64,0.059,0.063
a014737,nonliving,skirt,skirt,74,clothing,95,smooth,haptic,3,166,381,0.006,0.008
a014720,nonliving,skirt,skirt,74,clothing,95,soft,haptic,14,112,774,0.009,0.018
a014724,nonliving,skirt,skirt,74,clothing,95,waist,visual,7,4,22,0.250,0.318
a014723,nonliving,skirt,skirt,74,clothing,95,waistband,visual,7,3,14,0.333,0.500
a014736,nonliving,skirt,skirt,74,clothing,95,warm,haptic,3,53,600,0.019,0.005
a014728,nonliving,skirt,skirt,74,clothing,95,wear,haptic,5,32,145,0.031,0.034
a014722,nonliving,skirt,skirt,74,clothing,95,white,visual,7,74,534,0.014,0.013
a014719,nonliving,skirt,skirt,74,clothing,95,woman,visual,14,9,56,0.111,0.250
a014814,living,skunk,skunk,99,animal,88,black,visual,33,58,247,0.017,0.134
a014824,living,skunk,skunk,99,animal,88,danger,interoceptive,4,53,274,0.019,0.015
a014815,living,skunk,skunk,99,animal,88,fur,visual,26,40,580,0.025,0.045
a014826,living,skunk,skunk,99,animal,88,makeup,visual,3,27,105,0.037,0.029
a014822,living,skunk,skunk,99,animal,88,odor,olfactory,5,6,12,0.167,0.417
a014825,living,skunk,skunk,99,animal,88,scare,interoceptive,3,25,84,0.040,0.036
a014819,living,skunk,skunk,99,animal,88,small,visual,13,180,1681,0.006,0.008
a014812,living,skunk,skunk,99,animal,88,smell,olfactory,43,44,248,0.023,0.173
a014820,living,skunk,skunk,99,animal,88,spray,visual,10,3,12,0.333,0.833
a014813,living,skunk,skunk,99,animal,88,stink,olfactory,36,17,83,0.059,0.434
a014816,living,skunk,skunk,99,animal,88,stripe,visual,24,16,271,0.063,0.089
a014818,living,skunk,skunk,99,animal,88,tail,visual,15,41,643,0.024,0.023
a014823,living,skunk,skunk,99,animal,88,whisker,visual,4,13,147,0.077,0.027
a014817,living,skunk,skunk,99,animal,88,white,visual,15,74,534,0.014,0.028
a014821,living,skunk,skunk,99,animal,88,wild,visual,5,23,67,0.043,0.075
a014881,nonliving,sled,sled,89,toy,37,blade,visual,9,11,129,0.091,0.070
a014887,nonliving,sled,sled,89,toy,37,danger,interoceptive,4,53,274,0.019,0.015
a014875,nonliving,sled,sled,89,toy,37,fast,visual,27,86,614,0.012,0.044
a014884,nonliving,sled,sled,89,toy,37,flat,visual,5,67,308,0.015,0.016
a014876,nonliving,sled,sled,89,toy,37,fun,interoceptive,21,52,219,0.019,0.096
a014896,nonliving,sled,sled,89,toy,37,glide,visual,3,6,9,0.167,0.333
a014895,nonliving,sled,sled,89,toy,37,handle,haptic,3,65,1126,0.015,0.003
a014894,nonliving,sled,sled,89,toy,37,heavy,haptic,3,109,772,0.009,0.004
a014883,nonliving,sled,sled,89,toy,37,hill,visual,5,3,8,0.333,0.625
a014893,nonliving,sled,sled,89,toy,37,long,visual,3,128,1235,0.008,0.002
a014878,nonliving,sled,sled,89,toy,37,metal,visual,18,100,2252,0.010,0.008
a014886,nonliving,sled,sled,89,toy,37,play,visual,4,34,138,0.029,0.029
a014880,nonliving,sled,sled,89,toy,37,rail,visual,9,3,17,0.333,0.529
a014892,nonliving,sled,sled,89,toy,37,red,visual,3,43,709,0.023,0.004
a014891,nonliving,sled,sled,89,toy,37,runner,visual,3,1,3,1.000,1.000
a014890,nonliving,sled,sled,89,toy,37,seat,haptic,3,15,187,0.067,0.016
a014889,nonliving,sled,sled,89,toy,37,sharp,haptic,3,50,599,0.020,0.005
a014885,nonliving,sled,sled,89,toy,37,slat,visual,4,4,13,0.250,0.308
a014879,nonliving,sled,sled,89,toy,37,slide,visual,16,4,21,0.250,0.762
a014873,nonliving,sled,sled,89,toy,37,snow,visual,33,8,108,0.125,0.306
a014888,nonliving,sled,sled,89,toy,37,steer,visual,3,5,7,0.200,0.429
a014882,nonliving,sled,sled,89,toy,37,winter,visual,8,14,54,0.071,0.148
a014874,nonliving,sled,sled,89,toy,37,wood,visual,28,68,807,0.015,0.035
a014877,nonliving,sled,sled,89,toy,37,wooden,visual,20,53,810,0.019,0.025
a014952,living,snail,snail,97,animal,55,antenna,visual,11,12,130,0.083,0.085
a014955,living,snail,snail,97,animal,55,crawl,visual,6,10,45,0.100,0.133
a014960,living,snail,snail,97,animal,55,eye,visual,3,51,201,0.020,0.015
a014958,living,snail,snail,97,animal,55,gross,visual,4,20,35,0.050,0.114
a014957,living,snail,snail,97,animal,55,hard,haptic,4,139,560,0.007,0.007
a014959,living,snail,snail,97,animal,55,salt,gustatory,3,11,67,0.091,0.045
a014949,living,snail,snail,97,animal,55,shell,visual,53,11,201,0.091,0.264
a014948,living,snail,snail,97,animal,55,slime,haptic,71,14,124,0.071,0.573
a014950,living,snail,snail,97,animal,55,slow,visual,51,36,200,0.028,0.255
a014953,living,snail,snail,97,animal,55,slug,visual,7,1,7,1.000,1.000
a014951,living,snail,snail,97,animal,55,small,visual,18,180,1681,0.006,0.011
a014956,living,snail,snail,97,animal,55,soft,haptic,5,112,774,0.009,0.006
a014954,living,snail,snail,97,animal,55,sticky,haptic,6,4,16,0.250,0.375
a015022,living,snake,snake,97,animal,50,bite,visual,6,14,33,0.071,0.182
a015034,living,snake,snake,97,animal,50,cold,haptic,3,50,240,0.020,0.013
a015016,living,snake,snake,97,animal,50,danger,interoceptive,14,53,274,0.019,0.051
a015033,living,snake,snake,97,animal,50,eye,visual,3,51,201,0.020,0.015
a015019,living,snake,snake,97,animal,50,fang,visual,9,10,30,0.100,0.300
a015020,living,snake,snake,97,animal,50,fast,visual,7,86,614,0.012,0.011
a015017,living,snake,snake,97,animal,50,hiss,auditory,13,2,14,0.500,0.929
a015028,living,snake,snake,97,animal,50,legless,visual,4,3,6,0.333,0.667
a015011,living,snake,snake,97,animal,50,long,visual,38,128,1235,0.008,0.031
a015025,living,snake,snake,97,animal,50,pattern,visual,5,10,20,0.100,0.250
a015015,living,snake,snake,97,animal,50,poison,interoceptive,18,5,48,0.200,0.375
a015027,living,snake,snake,97,animal,50,rattle,auditory,4,1,4,1.000,1.000
a015024,living,snake,snake,97,animal,50,reptile,visual,5,4,19,0.250,0.263
a015013,living,snake,snake,97,animal,50,scale,visual,21,14,134,0.071,0.157
a015018,living,snake,snake,97,animal,50,scare,interoceptive,9,25,84,0.040,0.107
a015032,living,snake,snake,97,animal,50,skinny,visual,3,28,48,0.036,0.063
a015031,living,snake,snake,97,animal,50,slime,haptic,3,14,124,0.071,0.024
a015030,living,snake,snake,97,animal,50,slip,visual,3,11,20,0.091,0.150
a015012,living,snake,snake,97,animal,50,slither,visual,32,1,32,1.000,1.000
a015023,living,snake,snake,97,animal,50,smooth,haptic,5,166,381,0.006,0.013
a015026,living,snake,snake,97,animal,50,tail,visual,4,41,643,0.024,0.006
a015029,living,snake,snake,97,animal,50,thin,visual,3,71,281,0.014,0.011
a015014,living,snake,snake,97,animal,50,tongue,visual,20,8,42,0.125,0.476
a015021,living,snake,snake,97,animal,50,venom,interoceptive,7,2,12,0.500,0.583
a015099,nonliving,snowman,snowman,97,winter,20,branch,visual,5,4,28,0.250,0.179
a015094,nonliving,snowman,snowman,97,winter,20,button,haptic,7,21,296,0.048,0.024
a015089,nonliving,snowman,snowman,97,winter,20,carrot,gustatory,19,2,20,0.500,0.950
a015093,nonliving,snowman,snowman,97,winter,20,coal,visual,12,1,12,1.000,1.000
a015086,nonliving,snowman,snowman,97,winter,20,cold,haptic,45,50,240,0.020,0.188
a015101,nonliving,snowman,snowman,97,winter,20,face,visual,4,13,57,0.077,0.070
a015106,nonliving,snowman,snowman,97,winter,20,freeze,haptic,3,3,24,0.333,0.125
a015092,nonliving,snowman,snowman,97,winter,20,fun,interoceptive,12,52,219,0.019,0.055
a015105,nonliving,snowman,snowman,97,winter,20,happy,interoceptive,3,8,23,0.125,0.130
a015090,nonliving,snowman,snowman,97,winter,20,hat,visual,17,4,35,0.250,0.486
a015097,nonliving,snowman,snowman,97,winter,20,ice,visual,6,9,17,0.111,0.353
a015096,nonliving,snowman,snowman,97,winter,20,melt,visual,6,2,20,0.500,0.300
a015104,nonliving,snowman,snowman,97,winter,20,nose,visual,3,18,55,0.056,0.055
a015103,nonliving,snowman,snowman,97,winter,20,play,visual,3,34,138,0.029,0.022
a015091,nonliving,snowman,snowman,97,winter,20,round,visual,14,120,1208,0.008,0.012
a015087,nonliving,snowman,snowman,97,winter,20,snow,visual,37,8,108,0.125,0.343
a015095,nonliving,snowman,snowman,97,winter,20,stick,visual,6,14,28,0.071,0.214
a015100,nonliving,snowman,snowman,97,winter,20,tall,visual,4,52,402,0.019,0.010
a015102,nonliving,snowman,snowman,97,winter,20,wet,haptic,3,33,97,0.030,0.031
a015088,nonliving,snowman,snowman,97,winter,20,white,visual,21,74,534,0.014,0.039
a015098,nonliving,snowman,snowman,97,winter,20,winter,visual,5,14,54,0.071,0.093
a015181,nonliving,sock,sock,100,clothing,95,angle,visual,3,9,16,0.111,0.188
a015174,nonliving,sock,sock,100,clothing,95,cloth,visual,4,30,165,0.033,0.024
a015164,nonliving,sock,sock,100,clothing,95,comfort,interoceptive,9,29,169,0.034,0.053
a015159,nonliving,sock,sock,100,clothing,95,cotton,haptic,25,23,117,0.043,0.214
a015173,nonliving,sock,sock,100,clothing,95,cover,visual,4,37,138,0.027,0.029
a015172,nonliving,sock,sock,100,clothing,95,elastic,visual,4,5,8,0.200,0.500
a015180,nonliving,sock,sock,100,clothing,95,fabric,haptic,3,27,168,0.037,0.018
a015179,nonliving,sock,sock,100,clothing,95,fit,visual,3,29,50,0.034,0.060
a015160,nonliving,sock,sock,100,clothing,95,foot,visual,23,58,241,0.017,0.095
a015178,nonliving,sock,sock,100,clothing,95,footwear,visual,3,4,9,0.250,0.333
a015171,nonliving,sock,sock,100,clothing,95,heel,visual,4,6,69,0.167,0.058
a015177,nonliving,sock,sock,100,clothing,95,knit,visual,3,5,24,0.200,0.125
a015166,nonliving,sock,sock,100,clothing,95,long,visual,6,128,1235,0.008,0.005
a015163,nonliving,sock,sock,100,clothing,95,protect,visual,9,39,284,0.026,0.032
a015169,nonliving,sock,sock,100,clothing,95,shoe,visual,5,8,33,0.125,0.152
a015165,nonliving,sock,sock,100,clothing,95,small,visual,6,180,1681,0.006,0.004
a015176,nonliving,sock,sock,100,clothing,95,smell,olfactory,3,44,248,0.023,0.012
a015158,nonliving,sock,sock,100,clothing,95,soft,haptic,36,112,774,0.009,0.047
a015175,nonliving,sock,sock,100,clothing,95,stink,olfactory,3,17,83,0.059,0.036
a015168,nonliving,sock,sock,100,clothing,95,stretch,interoceptive,5,8,17,0.125,0.294
a015170,nonliving,sock,sock,100,clothing,95,toe,visual,4,8,82,0.125,0.049
a015157,nonliving,sock,sock,100,clothing,95,warm,haptic,57,53,600,0.019,0.095
a015167,nonliving,sock,sock,100,clothing,95,wear,haptic,5,32,145,0.031,0.034
a015161,nonliving,sock,sock,100,clothing,95,white,visual,14,74,534,0.014,0.026
a015162,nonliving,sock,sock,100,clothing,95,wool,haptic,12,17,142,0.059,0.085
a015231,living,spider,spider,100,insect,59,bite,visual,7,14,33,0.071,0.212
a015230,living,spider,spider,100,insect,59,black,visual,9,58,247,0.017,0.036
a015233,living,spider,spider,100,insect,59,body,visual,5,26,47,0.038,0.106
